date,retailer,category,sales_qty,price,promotion
2025-04-10,dmart,Ready-to-Eat & Instant Food,82,314.74,0
2025-04-10,dmart,Groceries & Staples,78,198.09,0
2025-04-10,dmart,Beverages & Cold Drinks,157,306.73,1
2025-04-10,dmart,Personal Care,32,433.39,0
2025-04-10,dmart,Apparels & Innerwear,73,253.61,0
2025-04-10,vmart,Stationery & Books,82,493.61,0
2025-04-10,vmart,Ready-to-Eat & Instant Food,68,124.21,0
2025-04-10,vmart,Groceries & Staples,38,150.03,0
2025-04-10,vmart,Beverages & Cold Drinks,132,451.01,0
2025-04-10,vmart,Personal Care,47,493.98,0
2025-04-10,vmart,Apparels & Innerwear,67,67.92,0
2025-04-10,local,Stationery & Books,121,361.21,0
2025-04-10,local,Ready-to-Eat & Instant Food,127,315.01,1
2025-04-10,local,Groceries & Staples,71,185.9,0
2025-04-10,local,Beverages & Cold Drinks,139,297.65,0
2025-04-10,local,Personal Care,37,353.17,0
2025-04-10,local,Apparels & Innerwear,47,94.95,0
2025-04-11,dmart,Stationery & Books,79,180.86,0
2025-04-11,dmart,Ready-to-Eat & Instant Food,45,89.73,0
2025-04-11,dmart,Groceries & Staples,66,75.83,0
2025-04-11,dmart,Beverages & Cold Drinks,159,359.02,1
2025-04-11,dmart,Personal Care,43,204.51,0
2025-04-11,dmart,Apparels & Innerwear,68,105.22,0
2025-04-11,vmart,Stationery & Books,126,114.39,0
2025-04-11,vmart,Ready-to-Eat & Instant Food,67,333.77,1
2025-04-11,vmart,Groceries & Staples,62,401.59,0
2025-04-11,vmart,Beverages & Cold Drinks,110,460.03,0
2025-04-11,vmart,Personal Care,37,252.07,0
2025-04-11,vmart,Apparels & Innerwear,106,140.18,1
2025-04-11,local,Stationery & Books,76,339.05,0
2025-04-11,local,Ready-to-Eat & Instant Food,137,401.55,0
2025-04-11,local,Groceries & Staples,77,257.78,0
2025-04-11,local,Beverages & Cold Drinks,75,355.43,0
2025-04-11,local,Personal Care,51,276.05,0
2025-04-11,local,Apparels & Innerwear,83,470.7,0
2025-04-12,dmart,Stationery & Books,181,233.02,0
2025-04-12,dmart,Ready-to-Eat & Instant Food,132,254.32,0
2025-04-12,dmart,Groceries & Staples,113,312.81,0
2025-04-12,dmart,Beverages & Cold Drinks,174,306.78,0
2025-04-12,dmart,Personal Care,45,459.19,0
2025-04-12,dmart,Apparels & Innerwear,87,277.86,0
2025-04-12,vmart,Stationery & Books,150,189.71,0
2025-04-12,vmart,Ready-to-Eat & Instant Food,95,256.27,0
2025-04-12,vmart,Groceries & Staples,107,493.4,0
2025-04-12,vmart,Beverages & Cold Drinks,94,266.43,0
2025-04-12,vmart,Personal Care,78,473.23,0
2025-04-12,vmart,Apparels & Innerwear,165,313.55,0
2025-04-12,local,Stationery & Books,194,320.16,0
2025-04-12,local,Ready-to-Eat & Instant Food,158,284.82,0
2025-04-12,local,Groceries & Staples,82,170.42,0
2025-04-12,local,Beverages & Cold Drinks,178,194.77,1
2025-04-12,local,Personal Care,38,393.89,0
2025-04-12,local,Apparels & Innerwear,58,167.68,0
2025-04-13,dmart,Stationery & Books,91,134.97,0
2025-04-13,dmart,Ready-to-Eat & Instant Food,115,353.52,0
2025-04-13,dmart,Groceries & Staples,158,486.9,0
2025-04-13,dmart,Beverages & Cold Drinks,181,89.77,0
2025-04-13,dmart,Personal Care,87,376.88,0
2025-04-13,dmart,Apparels & Innerwear,110,88.75,0
2025-04-13,vmart,Stationery & Books,64,455.03,0
2025-04-13,vmart,Ready-to-Eat & Instant Food,78,359.72,0
2025-04-13,vmart,Groceries & Staples,66,370.82,0
2025-04-13,vmart,Beverages & Cold Drinks,153,249.86,1
2025-04-13,vmart,Personal Care,59,117.87,0
2025-04-13,vmart,Apparels & Innerwear,257,387.55,1
2025-04-13,local,Stationery & Books,180,345.68,0
2025-04-13,local,Ready-to-Eat & Instant Food,193,185.32,0
2025-04-13,local,Groceries & Staples,67,136.59,0
2025-04-13,local,Beverages & Cold Drinks,173,404.65,0
2025-04-13,local,Personal Care,88,202.14,0
2025-04-13,local,Apparels & Innerwear,60,105.11,0
2025-04-14,dmart,Stationery & Books,57,154.95,1
2025-04-14,dmart,Ready-to-Eat & Instant Food,127,87.14,0
2025-04-14,dmart,Groceries & Staples,61,348.32,0
2025-04-14,dmart,Beverages & Cold Drinks,196,132.78,0
2025-04-14,dmart,Personal Care,53,443.13,0
2025-04-14,dmart,Apparels & Innerwear,68,421.89,0
2025-04-14,vmart,Stationery & Books,91,364.65,1
2025-04-14,vmart,Ready-to-Eat & Instant Food,69,123.76,0
2025-04-14,vmart,Groceries & Staples,44,251.44,0
2025-04-14,vmart,Beverages & Cold Drinks,100,61.56,0
2025-04-14,vmart,Personal Care,61,423.89,0
2025-04-14,vmart,Apparels & Innerwear,85,489.72,0
2025-04-14,local,Stationery & Books,74,215.26,0
2025-04-14,local,Ready-to-Eat & Instant Food,158,348.38,1
2025-04-14,local,Groceries & Staples,32,219.61,0
2025-04-14,local,Beverages & Cold Drinks,119,370.46,0
2025-04-14,local,Personal Care,70,221.92,0
2025-04-14,local,Apparels & Innerwear,52,451.97,0
2025-04-15,dmart,Stationery & Books,57,251.52,0
2025-04-15,dmart,Ready-to-Eat & Instant Food,68,400.26,0
2025-04-15,dmart,Groceries & Staples,97,377.43,0
2025-04-15,dmart,Beverages & Cold Drinks,140,166.93,0
2025-04-15,dmart,Personal Care,71,320.71,0
2025-04-15,dmart,Apparels & Innerwear,47,287.02,0
2025-04-15,vmart,Stationery & Books,67,118.15,0
2025-04-15,vmart,Ready-to-Eat & Instant Food,80,493.24,0
2025-04-15,vmart,Groceries & Staples,47,415.26,0
2025-04-15,vmart,Beverages & Cold Drinks,100,52.92,0
2025-04-15,vmart,Personal Care,62,250.03,0
2025-04-15,vmart,Apparels & Innerwear,96,230.27,0
2025-04-15,local,Stationery & Books,167,333.75,0
2025-04-15,local,Ready-to-Eat & Instant Food,161,135.18,0
2025-04-15,local,Groceries & Staples,76,313.73,0
2025-04-15,local,Beverages & Cold Drinks,97,67.93,0
2025-04-15,local,Personal Care,69,434.03,0
2025-04-15,local,Apparels & Innerwear,52,136.14,0
2025-04-16,dmart,Stationery & Books,68,307.22,1
2025-04-16,dmart,Ready-to-Eat & Instant Food,91,127.67,0
2025-04-16,dmart,Groceries & Staples,66,235.04,0
2025-04-16,dmart,Beverages & Cold Drinks,135,427.44,0
2025-04-16,dmart,Personal Care,37,406.13,0
2025-04-16,dmart,Apparels & Innerwear,53,161.22,0
2025-04-16,vmart,Stationery & Books,68,414.57,0
2025-04-16,vmart,Ready-to-Eat & Instant Food,49,293.21,0
2025-04-16,vmart,Groceries & Staples,90,283.54,0
2025-04-16,vmart,Beverages & Cold Drinks,131,440.79,0
2025-04-16,vmart,Personal Care,51,491.48,0
2025-04-16,vmart,Apparels & Innerwear,107,354.87,0
2025-04-16,local,Stationery & Books,130,481.39,0
2025-04-16,local,Ready-to-Eat & Instant Food,126,156.5,0
2025-04-16,local,Groceries & Staples,62,68.17,0
2025-04-16,local,Beverages & Cold Drinks,128,410.5,0
2025-04-16,local,Personal Care,44,147.79,0
2025-04-16,local,Apparels & Innerwear,37,187.69,0
2025-04-17,dmart,Stationery & Books,53,65.01,0
2025-04-17,dmart,Ready-to-Eat & Instant Food,48,161.37,0
2025-04-17,dmart,Groceries & Staples,104,341.19,0
2025-04-17,dmart,Beverages & Cold Drinks,96,491.57,0
2025-04-17,dmart,Personal Care,38,454.59,0
2025-04-17,dmart,Apparels & Innerwear,38,333.64,0
2025-04-17,vmart,Stationery & Books,71,80.9,0
2025-04-17,vmart,Ready-to-Eat & Instant Food,70,140.24,1
2025-04-17,vmart,Groceries & Staples,35,163.24,0
2025-04-17,vmart,Beverages & Cold Drinks,68,291.24,0
2025-04-17,vmart,Personal Care,57,318.12,0
2025-04-17,vmart,Apparels & Innerwear,68,295.51,0
2025-04-17,local,Stationery & Books,120,495.59,0
2025-04-17,local,Ready-to-Eat & Instant Food,161,217.45,0
2025-04-17,local,Groceries & Staples,88,189.77,0
2025-04-17,local,Beverages & Cold Drinks,125,295.24,0
2025-04-17,local,Personal Care,50,135.27,1
2025-04-17,local,Apparels & Innerwear,59,299.17,1
2025-04-18,dmart,Stationery & Books,46,133.75,0
2025-04-18,dmart,Ready-to-Eat & Instant Food,73,173.65,0
2025-04-18,dmart,Groceries & Staples,110,397.32,0
2025-04-18,dmart,Beverages & Cold Drinks,184,451.56,0
2025-04-18,dmart,Personal Care,61,461.06,0
2025-04-18,dmart,Apparels & Innerwear,62,369.29,0
2025-04-18,vmart,Stationery & Books,65,388.42,0
2025-04-18,vmart,Ready-to-Eat & Instant Food,41,98.66,0
2025-04-18,vmart,Groceries & Staples,29,346.34,0
2025-04-18,vmart,Beverages & Cold Drinks,127,305.32,0
2025-04-18,vmart,Personal Care,78,357.35,1
2025-04-18,vmart,Apparels & Innerwear,106,208.8,0
2025-04-18,local,Stationery & Books,134,221.0,0
2025-04-18,local,Ready-to-Eat & Instant Food,189,288.61,0
2025-04-18,local,Groceries & Staples,33,87.48,0
2025-04-18,local,Beverages & Cold Drinks,98,220.11,0
2025-04-18,local,Personal Care,37,444.96,0
2025-04-18,local,Apparels & Innerwear,31,259.84,0
2025-04-19,dmart,Stationery & Books,72,158.55,0
2025-04-19,dmart,Ready-to-Eat & Instant Food,157,456.6,0
2025-04-19,dmart,Groceries & Staples,143,99.5,0
2025-04-19,dmart,Beverages & Cold Drinks,135,372.18,0
2025-04-19,dmart,Personal Care,122,244.2,1
2025-04-19,dmart,Apparels & Innerwear,81,486.61,0
2025-04-19,vmart,Stationery & Books,95,52.05,0
2025-04-19,vmart,Ready-to-Eat & Instant Food,101,86.98,1
2025-04-19,vmart,Groceries & Staples,45,315.91,0
2025-04-19,vmart,Beverages & Cold Drinks,187,218.69,0
2025-04-19,vmart,Personal Care,40,165.24,0
2025-04-19,vmart,Apparels & Innerwear,136,161.17,0
2025-04-19,local,Stationery & Books,224,218.43,1
2025-04-19,local,Ready-to-Eat & Instant Food,173,195.39,0
2025-04-19,local,Groceries & Staples,73,298.07,0
2025-04-19,local,Beverages & Cold Drinks,140,279.03,0
2025-04-19,local,Personal Care,131,422.76,0
2025-04-19,local,Apparels & Innerwear,69,71.68,0
2025-04-20,dmart,Stationery & Books,84,209.42,0
2025-04-20,dmart,Ready-to-Eat & Instant Food,120,250.73,0
2025-04-20,dmart,Groceries & Staples,168,454.94,0
2025-04-20,dmart,Beverages & Cold Drinks,252,171.84,0
2025-04-20,dmart,Personal Care,80,492.76,0
2025-04-20,dmart,Apparels & Innerwear,85,333.38,0
2025-04-20,vmart,Stationery & Books,173,424.34,0
2025-04-20,vmart,Ready-to-Eat & Instant Food,134,302.91,0
2025-04-20,vmart,Groceries & Staples,94,476.08,0
2025-04-20,vmart,Beverages & Cold Drinks,168,292.62,0
2025-04-20,vmart,Personal Care,75,224.05,0
2025-04-20,vmart,Apparels & Innerwear,182,219.39,0
2025-04-20,local,Stationery & Books,299,117.66,1
2025-04-20,local,Ready-to-Eat & Instant Food,187,368.38,0
2025-04-20,local,Groceries & Staples,94,358.61,0
2025-04-20,local,Beverages & Cold Drinks,107,376.95,0
2025-04-20,local,Personal Care,122,231.86,1
2025-04-20,local,Apparels & Innerwear,60,398.15,0
2025-04-21,dmart,Stationery & Books,63,398.26,1
2025-04-21,dmart,Ready-to-Eat & Instant Food,81,158.24,0
2025-04-21,dmart,Groceries & Staples,85,383.65,0
2025-04-21,dmart,Beverages & Cold Drinks,93,304.09,0
2025-04-21,dmart,Personal Care,80,98.32,1
2025-04-21,dmart,Apparels & Innerwear,51,206.62,0
2025-04-21,vmart,Stationery & Books,125,147.52,0
2025-04-21,vmart,Ready-to-Eat & Instant Food,94,82.87,0
2025-04-21,vmart,Groceries & Staples,33,73.26,0
2025-04-21,vmart,Beverages & Cold Drinks,57,207.43,0
2025-04-21,vmart,Personal Care,67,116.08,0
2025-04-21,vmart,Apparels & Innerwear,95,489.26,0
2025-04-21,local,Stationery & Books,159,69.28,1
2025-04-21,local,Ready-to-Eat & Instant Food,171,232.13,0
2025-04-21,local,Groceries & Staples,69,195.11,0
2025-04-21,local,Beverages & Cold Drinks,146,290.38,1
2025-04-21,local,Personal Care,39,285.53,0
2025-04-21,local,Apparels & Innerwear,51,431.57,0
2025-04-22,dmart,Stationery & Books,56,172.21,0
2025-04-22,dmart,Ready-to-Eat & Instant Food,116,375.17,0
2025-04-22,dmart,Groceries & Staples,125,136.18,0
2025-04-22,dmart,Beverages & Cold Drinks,159,90.51,1
2025-04-22,dmart,Personal Care,42,492.53,0
2025-04-22,dmart,Apparels & Innerwear,77,75.85,0
2025-04-22,vmart,Stationery & Books,108,387.37,0
2025-04-22,vmart,Ready-to-Eat & Instant Food,109,167.43,0
2025-04-22,vmart,Groceries & Staples,78,204.65,0
2025-04-22,vmart,Beverages & Cold Drinks,98,73.59,0
2025-04-22,vmart,Personal Care,46,413.55,0
2025-04-22,vmart,Apparels & Innerwear,139,144.74,0
2025-04-22,local,Stationery & Books,125,184.62,0
2025-04-22,local,Ready-to-Eat & Instant Food,106,499.97,0
2025-04-22,local,Groceries & Staples,61,71.89,0
2025-04-22,local,Beverages & Cold Drinks,94,285.87,1
2025-04-22,local,Personal Care,38,349.48,0
2025-04-22,local,Apparels & Innerwear,31,209.07,0
2025-04-23,dmart,Stationery & Books,88,308.92,0
2025-04-23,dmart,Ready-to-Eat & Instant Food,63,108.96,0
2025-04-23,dmart,Groceries & Staples,99,179.16,0
2025-04-23,dmart,Beverages & Cold Drinks,156,421.61,0
2025-04-23,dmart,Personal Care,55,303.76,0
2025-04-23,dmart,Apparels & Innerwear,41,63.62,0
2025-04-23,vmart,Stationery & Books,125,495.03,0
2025-04-23,vmart,Ready-to-Eat & Instant Food,72,245.91,1
2025-04-23,vmart,Groceries & Staples,82,459.7,0
2025-04-23,vmart,Beverages & Cold Drinks,74,202.62,0
2025-04-23,vmart,Personal Care,54,448.53,0
2025-04-23,vmart,Apparels & Innerwear,112,107.71,0
2025-04-23,local,Stationery & Books,111,161.5,0
2025-04-23,local,Ready-to-Eat & Instant Food,173,282.12,0
2025-04-23,local,Groceries & Staples,41,49.9,1
2025-04-23,local,Beverages & Cold Drinks,155,372.96,0
2025-04-23,local,Personal Care,72,484.51,0
2025-04-23,local,Apparels & Innerwear,51,352.95,0
2025-04-24,dmart,Stationery & Books,159,124.35,1
2025-04-24,dmart,Ready-to-Eat & Instant Food,107,399.3,0
2025-04-24,dmart,Groceries & Staples,74,215.52,0
2025-04-24,dmart,Beverages & Cold Drinks,164,166.61,0
2025-04-24,dmart,Personal Care,70,341.25,0
2025-04-24,dmart,Apparels & Innerwear,70,187.52,0
2025-04-24,vmart,Stationery & Books,157,277.74,1
2025-04-24,vmart,Ready-to-Eat & Instant Food,50,331.6,0
2025-04-24,vmart,Groceries & Staples,80,436.53,0
2025-04-24,vmart,Beverages & Cold Drinks,71,310.6,0
2025-04-24,vmart,Personal Care,46,178.37,0
2025-04-24,vmart,Apparels & Innerwear,119,50.21,0
2025-04-24,local,Stationery & Books,157,83.94,0
2025-04-24,local,Ready-to-Eat & Instant Food,150,267.67,1
2025-04-24,local,Groceries & Staples,37,458.16,0
2025-04-24,local,Beverages & Cold Drinks,104,218.38,0
2025-04-24,local,Personal Care,76,435.13,0
2025-04-24,local,Apparels & Innerwear,74,213.09,0
2025-04-25,dmart,Stationery & Books,122,125.76,0
2025-04-25,dmart,Ready-to-Eat & Instant Food,95,370.79,0
2025-04-25,dmart,Groceries & Staples,128,457.03,0
2025-04-25,dmart,Beverages & Cold Drinks,120,103.35,0
2025-04-25,dmart,Personal Care,52,383.91,0
2025-04-25,dmart,Apparels & Innerwear,68,481.26,0
2025-04-25,vmart,Stationery & Books,98,380.58,1
2025-04-25,vmart,Ready-to-Eat & Instant Food,111,335.02,0
2025-04-25,vmart,Groceries & Staples,47,320.58,0
2025-04-25,vmart,Beverages & Cold Drinks,134,324.21,0
2025-04-25,vmart,Personal Care,82,147.26,0
2025-04-25,vmart,Apparels & Innerwear,122,469.64,0
2025-04-25,local,Stationery & Books,95,127.14,0
2025-04-25,local,Ready-to-Eat & Instant Food,168,449.08,0
2025-04-25,local,Groceries & Staples,51,362.13,0
2025-04-25,local,Beverages & Cold Drinks,123,400.63,0
2025-04-25,local,Personal Care,53,403.89,0
2025-04-25,local,Apparels & Innerwear,61,361.61,0
2025-04-26,dmart,Stationery & Books,156,219.91,1
2025-04-26,dmart,Ready-to-Eat & Instant Food,193,276.76,1
2025-04-26,dmart,Groceries & Staples,139,482.42,0
2025-04-26,dmart,Beverages & Cold Drinks,239,76.0,0
2025-04-26,dmart,Personal Care,59,459.56,0
2025-04-26,dmart,Apparels & Innerwear,95,171.65,0
2025-04-26,vmart,Stationery & Books,181,478.2,0
2025-04-26,vmart,Ready-to-Eat & Instant Food,52,316.45,0
2025-04-26,vmart,Groceries & Staples,47,276.62,0
2025-04-26,vmart,Beverages & Cold Drinks,169,365.34,0
2025-04-26,vmart,Personal Care,53,322.64,0
2025-04-26,vmart,Apparels & Innerwear,143,131.78,0
2025-04-26,local,Stationery & Books,155,307.54,0
2025-04-26,local,Ready-to-Eat & Instant Food,197,272.46,0
2025-04-26,local,Groceries & Staples,68,157.06,0
2025-04-26,local,Beverages & Cold Drinks,193,365.17,0
2025-04-26,local,Personal Care,102,322.48,1
2025-04-26,local,Apparels & Innerwear,73,292.74,0
2025-04-27,dmart,Stationery & Books,110,69.99,0
2025-04-27,dmart,Ready-to-Eat & Instant Food,109,56.4,0
2025-04-27,dmart,Groceries & Staples,106,413.44,0
2025-04-27,dmart,Beverages & Cold Drinks,185,288.62,0
2025-04-27,dmart,Personal Care,81,98.71,0
2025-04-27,dmart,Apparels & Innerwear,52,464.92,0
2025-04-27,vmart,Stationery & Books,118,473.93,0
2025-04-27,vmart,Ready-to-Eat & Instant Food,134,490.63,0
2025-04-27,vmart,Groceries & Staples,81,390.34,0
2025-04-27,vmart,Beverages & Cold Drinks,219,334.24,0
2025-04-27,vmart,Personal Care,54,470.93,0
2025-04-27,vmart,Apparels & Innerwear,187,82.92,1
2025-04-27,local,Stationery & Books,168,62.62,0
2025-04-27,local,Ready-to-Eat & Instant Food,257,157.74,0
2025-04-27,local,Groceries & Staples,83,194.98,0
2025-04-27,local,Beverages & Cold Drinks,230,322.84,0
2025-04-27,local,Personal Care,60,411.49,0
2025-04-27,local,Apparels & Innerwear,99,422.05,0
2025-04-28,dmart,Stationery & Books,55,162.36,0
2025-04-28,dmart,Ready-to-Eat & Instant Food,109,283.9,0
2025-04-28,dmart,Groceries & Staples,97,181.88,0
2025-04-28,dmart,Beverages & Cold Drinks,121,433.83,0
2025-04-28,dmart,Personal Care,29,361.87,0
2025-04-28,dmart,Apparels & Innerwear,39,248.33,0
2025-04-28,vmart,Stationery & Books,51,397.95,0
2025-04-28,vmart,Ready-to-Eat & Instant Food,73,424.44,0
2025-04-28,vmart,Groceries & Staples,94,361.13,0
2025-04-28,vmart,Beverages & Cold Drinks,120,135.07,0
2025-04-28,vmart,Personal Care,36,455.45,0
2025-04-28,vmart,Apparels & Innerwear,97,448.19,0
2025-04-28,local,Stationery & Books,158,253.68,0
2025-04-28,local,Ready-to-Eat & Instant Food,117,328.3,0
2025-04-28,local,Groceries & Staples,56,123.91,0
2025-04-28,local,Beverages & Cold Drinks,127,215.78,0
2025-04-28,local,Personal Care,37,489.47,0
2025-04-28,local,Apparels & Innerwear,74,253.47,0
2025-04-29,dmart,Stationery & Books,150,85.25,1
2025-04-29,dmart,Ready-to-Eat & Instant Food,73,281.16,0
2025-04-29,dmart,Groceries & Staples,87,481.96,0
2025-04-29,dmart,Beverages & Cold Drinks,176,233.17,1
2025-04-29,dmart,Personal Care,54,407.38,0
2025-04-29,dmart,Apparels & Innerwear,61,180.14,0
2025-04-29,vmart,Stationery & Books,85,357.51,0
2025-04-29,vmart,Ready-to-Eat & Instant Food,73,233.8,0
2025-04-29,vmart,Groceries & Staples,67,58.11,0
2025-04-29,vmart,Beverages & Cold Drinks,143,366.41,0
2025-04-29,vmart,Personal Care,45,260.57,1
2025-04-29,vmart,Apparels & Innerwear,92,273.67,0
2025-04-29,local,Stationery & Books,105,206.87,1
2025-04-29,local,Ready-to-Eat & Instant Food,131,328.34,0
2025-04-29,local,Groceries & Staples,70,87.56,0
2025-04-29,local,Beverages & Cold Drinks,137,304.11,0
2025-04-29,local,Personal Care,64,372.06,0
2025-04-29,local,Apparels & Innerwear,64,126.63,0
2025-04-30,dmart,Stationery & Books,135,312.91,0
2025-04-30,dmart,Ready-to-Eat & Instant Food,50,486.13,0
2025-04-30,dmart,Groceries & Staples,109,51.9,0
2025-04-30,dmart,Beverages & Cold Drinks,190,187.85,0
2025-04-30,dmart,Personal Care,42,161.65,0
2025-04-30,dmart,Apparels & Innerwear,43,243.77,0
2025-04-30,vmart,Stationery & Books,78,177.39,0
2025-04-30,vmart,Ready-to-Eat & Instant Food,116,135.94,0
2025-04-30,vmart,Groceries & Staples,73,325.47,0
2025-04-30,vmart,Beverages & Cold Drinks,118,130.29,0
2025-04-30,vmart,Personal Care,59,68.61,0
2025-04-30,vmart,Apparels & Innerwear,121,196.94,0
2025-04-30,local,Stationery & Books,162,386.12,1
2025-04-30,local,Ready-to-Eat & Instant Food,125,168.17,0
2025-04-30,local,Groceries & Staples,88,97.11,0
2025-04-30,local,Beverages & Cold Drinks,96,185.57,0
2025-04-30,local,Personal Care,59,105.67,0
2025-04-30,local,Apparels & Innerwear,59,414.35,0
2025-05-01,dmart,Stationery & Books,59,366.83,0
2025-05-01,dmart,Ready-to-Eat & Instant Food,72,386.86,0
2025-05-01,dmart,Groceries & Staples,82,119.76,0
2025-05-01,dmart,Beverages & Cold Drinks,83,363.6,0
2025-05-01,dmart,Personal Care,32,436.46,0
2025-05-01,dmart,Apparels & Innerwear,35,145.6,0
2025-05-01,vmart,Stationery & Books,60,182.52,0
2025-05-01,vmart,Ready-to-Eat & Instant Food,42,343.85,0
2025-05-01,vmart,Groceries & Staples,34,148.21,0
2025-05-01,vmart,Beverages & Cold Drinks,109,289.4,0
2025-05-01,vmart,Personal Care,52,170.62,0
2025-05-01,vmart,Apparels & Innerwear,127,345.0,1
2025-05-01,local,Stationery & Books,77,268.65,0
2025-05-01,local,Ready-to-Eat & Instant Food,88,375.93,0
2025-05-01,local,Groceries & Staples,74,316.33,0
2025-05-01,local,Beverages & Cold Drinks,105,364.74,0
2025-05-01,local,Personal Care,54,88.47,0
2025-05-01,local,Apparels & Innerwear,35,238.38,0
2025-05-02,dmart,Stationery & Books,74,72.23,0
2025-05-02,dmart,Ready-to-Eat & Instant Food,97,110.55,0
2025-05-02,dmart,Groceries & Staples,77,125.01,0
2025-05-02,dmart,Beverages & Cold Drinks,158,452.48,0
2025-05-02,dmart,Personal Care,55,411.88,0
2025-05-02,dmart,Apparels & Innerwear,27,287.55,0
2025-05-02,vmart,Stationery & Books,78,241.8,0
2025-05-02,vmart,Ready-to-Eat & Instant Food,105,283.66,1
2025-05-02,vmart,Groceries & Staples,70,141.39,0
2025-05-02,vmart,Beverages & Cold Drinks,168,432.86,0
2025-05-02,vmart,Personal Care,71,243.6,1
2025-05-02,vmart,Apparels & Innerwear,113,237.64,0
2025-05-02,local,Stationery & Books,209,107.81,1
2025-05-02,local,Ready-to-Eat & Instant Food,94,204.13,0
2025-05-02,local,Groceries & Staples,74,362.19,0
2025-05-02,local,Beverages & Cold Drinks,119,491.41,0
2025-05-02,local,Personal Care,80,439.63,0
2025-05-02,local,Apparels & Innerwear,54,61.5,0
2025-05-03,dmart,Stationery & Books,67,332.02,0
2025-05-03,dmart,Ready-to-Eat & Instant Food,87,459.67,0
2025-05-03,dmart,Groceries & Staples,102,442.75,0
2025-05-03,dmart,Beverages & Cold Drinks,166,140.93,0
2025-05-03,dmart,Personal Care,79,296.23,0
2025-05-03,dmart,Apparels & Innerwear,103,415.6,0
2025-05-03,vmart,Stationery & Books,70,419.38,0
2025-05-03,vmart,Ready-to-Eat & Instant Food,115,158.09,0
2025-05-03,vmart,Groceries & Staples,72,496.83,0
2025-05-03,vmart,Beverages & Cold Drinks,76,181.79,0
2025-05-03,vmart,Personal Care,115,358.74,1
2025-05-03,vmart,Apparels & Innerwear,161,51.33,0
2025-05-03,local,Stationery & Books,247,173.89,0
2025-05-03,local,Ready-to-Eat & Instant Food,190,453.94,0
2025-05-03,local,Groceries & Staples,60,51.15,0
2025-05-03,local,Beverages & Cold Drinks,104,347.49,0
2025-05-03,local,Personal Care,90,67.03,0
2025-05-03,local,Apparels & Innerwear,61,86.62,0
2025-05-04,dmart,Stationery & Books,91,477.16,0
2025-05-04,dmart,Ready-to-Eat & Instant Food,84,87.52,0
2025-05-04,dmart,Groceries & Staples,144,323.15,0
2025-05-04,dmart,Beverages & Cold Drinks,177,70.9,0
2025-05-04,dmart,Personal Care,56,227.52,0
2025-05-04,dmart,Apparels & Innerwear,113,113.49,0
2025-05-04,vmart,Stationery & Books,139,311.97,0
2025-05-04,vmart,Ready-to-Eat & Instant Food,109,465.98,0
2025-05-04,vmart,Groceries & Staples,109,426.86,0
2025-05-04,vmart,Beverages & Cold Drinks,240,106.15,1
2025-05-04,vmart,Personal Care,89,290.46,1
2025-05-04,vmart,Apparels & Innerwear,122,50.1,0
2025-05-04,local,Stationery & Books,122,346.6,0
2025-05-04,local,Ready-to-Eat & Instant Food,223,364.92,0
2025-05-04,local,Groceries & Staples,96,179.85,1
2025-05-04,local,Beverages & Cold Drinks,87,110.82,0
2025-05-04,local,Personal Care,58,356.32,0
2025-05-04,local,Apparels & Innerwear,65,464.97,0
2025-05-05,dmart,Stationery & Books,77,448.81,0
2025-05-05,dmart,Ready-to-Eat & Instant Food,77,188.19,0
2025-05-05,dmart,Groceries & Staples,74,447.57,0
2025-05-05,dmart,Beverages & Cold Drinks,101,109.68,0
2025-05-05,dmart,Personal Care,72,441.54,0
2025-05-05,dmart,Apparels & Innerwear,82,252.46,0
2025-05-05,vmart,Stationery & Books,101,229.91,0
2025-05-05,vmart,Ready-to-Eat & Instant Food,55,212.39,0
2025-05-05,vmart,Groceries & Staples,41,464.7,0
2025-05-05,vmart,Beverages & Cold Drinks,94,480.22,0
2025-05-05,vmart,Personal Care,74,342.33,0
2025-05-05,vmart,Apparels & Innerwear,121,56.72,0
2025-05-05,local,Stationery & Books,127,166.77,0
2025-05-05,local,Ready-to-Eat & Instant Food,114,105.69,0
2025-05-05,local,Groceries & Staples,96,183.35,1
2025-05-05,local,Beverages & Cold Drinks,60,424.98,0
2025-05-05,local,Personal Care,61,271.79,0
2025-05-05,local,Apparels & Innerwear,33,57.8,0
2025-05-06,dmart,Stationery & Books,73,451.26,0
2025-05-06,dmart,Ready-to-Eat & Instant Food,105,274.39,0
2025-05-06,dmart,Groceries & Staples,121,298.69,0
2025-05-06,dmart,Beverages & Cold Drinks,162,259.46,0
2025-05-06,dmart,Personal Care,78,215.91,0
2025-05-06,dmart,Apparels & Innerwear,60,103.6,0
2025-05-06,vmart,Stationery & Books,75,154.12,0
2025-05-06,vmart,Ready-to-Eat & Instant Food,124,100.63,1
2025-05-06,vmart,Groceries & Staples,53,141.54,0
2025-05-06,vmart,Beverages & Cold Drinks,59,239.71,0
2025-05-06,vmart,Personal Care,65,410.35,0
2025-05-06,vmart,Apparels & Innerwear,99,212.36,0
2025-05-06,local,Stationery & Books,98,51.89,1
2025-05-06,local,Ready-to-Eat & Instant Food,87,143.11,0
2025-05-06,local,Groceries & Staples,72,352.28,0
2025-05-06,local,Beverages & Cold Drinks,118,314.71,0
2025-05-06,local,Personal Care,66,181.54,0
